action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,98,3,,,,,Black or African American,,,,,1,Male,2,2016,0626.00,2,Not Hispanic or Latino,3,,,,,Black or African American,,,,,2,Female,81,Queens County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000852218,0151244,36,NY,New York,72600,324,992,844,98.8499984741211,2620,,125.20999908447266
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,35,5,,,,,White,,,,,2,Female,0,2016,0107.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000656733,0009402,36,NY,New York,68100,87,1608,1410,10.210000038146973,3447,,93.97000122070312
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,113,3,,,,,Black or African American,,,,,2,Female,0,2016,0040.00,2,Not Hispanic or Latino,3,,,,,Black or African American,,,,,2,Female,119,Westchester County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,11-2961751,0000334,36,NY,New York,72600,382,1122,459,79.47000122070312,6326,,87.7699966430664
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,67,5,,,,,White,,,,,2,Female,0,2016,0880.00,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,115,Washington County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,24020,Glens Falls - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",7776400006,0007544,36,NY,New York,64800,136,2789,1714,4.110000133514404,6371,,85.8499984741211
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,63,5,,,,,White,,,,,2,Female,2,2016,1471.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000413208,0001762,36,NY,New York,106200,220,1054,992,9.4399995803833,3103,,132.39999389648438
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",133,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2016,0197.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,47,Kings County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0003303298,0007490,36,NY,New York,72600,900,710,831,59.099998474121094,3313,,149.9600067138672
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,41,5,,,,,White,,,,,1,Male,0,2016,0142.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",16-1566654,0001677,36,NY,New York,68100,96,2367,1848,21.65999984741211,6596,,99.2300033569336
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,306,3,,,,,Black or African American,,,,,1,Male,0,2016,1128.00,2,Not Hispanic or Latino,3,,,,,Black or African American,,,,,2,Female,47,Kings County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",27-2389039,0014685,36,NY,New York,72600,884,1368,409,98.80000305175781,3822,01.54,60.5099983215332
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",80,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,0,2016,9539.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111,Ulster County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,28740,Kingston - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000002760,0000503,36,NY,New York,75900,248,1795,1348,15.15999984741211,4862,,118.1500015258789
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,1,Hispanic or Latino,75,5,,,,,White,,,,,1,Male,0,2016,1585.07,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000852218,0067446,36,NY,New York,106200,303,1219,1055,21.81999969482422,3804,,87.7699966430664
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,120,7,,,,,Not applicable,,,,,4,Not applicable,2,2016,0518.00,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,47,Kings County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),13-3222578,0030535,36,NY,New York,72600,390,242,413,76.83999633789062,3415,,83.83000183105469
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,40,5,,,,,White,,,,,1,Male,0,2016,0061.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),95-4623407,0026240,36,NY,New York,68100,126,1220,963,16.190000534057617,2353,,101.80000305175781
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",120,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2016,0192.00,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",81,Queens County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,75-2921540,0163381,36,NY,New York,72600,470,733,584,99.11000061035156,1914,,107.1500015258789
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,69,5,,,,,White,,,,,1,Male,0,2016,0707.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,113,Warren County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,24020,Glens Falls - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),7197000003,0337901,36,NY,New York,64800,151,1218,915,5.170000076293945,3655,,104.37000274658203
4,Application withdrawn by applicant,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,84,5,,,,,White,,,,,1,Male,0,2016,4153.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000010023,0000448,36,NY,New York,106200,220,2058,1870,14.470000267028809,6046,,106.73999786376953
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,300,2,,,,,Asian,,,,,1,Male,0,2016,0304.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,47,Kings County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0057298,36,NY,New York,72600,878,1138,662,53.06999969482422,4281,,60.38999938964844
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,64,5,,,,,White,,,,,2,Female,0,2016,0135.05,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",7851800005,0000762,36,NY,New York,68100,98,1381,975,17.399999618530273,3707,01.97,86.02999877929688
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,69,2,,,,,Asian,,,,,1,Male,0,2016,0138.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,85,Richmond County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,22-3039688,0299608,36,NY,New York,72600,268,2420,1944,11.550000190734863,6535,,163.5800018310547
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,98,5,,,,,White,,,,,1,Male,0,2016,0810.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,115,Washington County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,24020,Glens Falls - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),7776400006,0001719,36,NY,New York,64800,201,1753,1144,32.38999938964844,6190,01.61,96.73999786376953
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,152,5,,,,,White,,,,,2,Female,2,2016,5186.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,1140017,36,NY,New York,106200,380,1288,1239,27.649999618530273,4029,,157.0500030517578
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,59,5,,,,,White,,,,,1,Male,0,2016,1010.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,81,Queens County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",02-0594137,0002870,36,NY,New York,72600,232,1201,535,74.94999694824219,9943,,55.09000015258789
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,47,5,,,,,White,,,,,1,Male,0,2016,0151.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",16-1566654,0002094,36,NY,New York,68100,96,1651,1414,5.760000228881836,4828,,108.33999633789062
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,22,5,,,,,White,,,,,1,Male,0,2016,0137.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,67,Onondaga County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,45060,Syracuse - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000656733,0003191,36,NY,New York,69200,76,1833,1427,13.680000305175781,4979,,78.19999694824219
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,33,5,,,,,White,,,,,2,Female,0,2016,4145.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000008116,0002235,36,NY,New York,106200,121,1728,1501,37.689998626708984,4285,,84.08999633789062
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,232,5,,,,,White,,,,,1,Male,0,2016,3010.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000480228,0170517,36,NY,New York,106200,699,1891,1882,14.350000381469727,5332,,209.30999755859375
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,36,2,,,,,Asian,,,,,2,Female,0,2016,0187.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,85,Richmond County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0120655,36,NY,New York,72600,250,640,500,32.47999954223633,1807,,149.39999389648438
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,34,5,,,,,White,,,,,1,Male,0,2016,0211.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,117,Wayne County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,16-0964023,0000220,36,NY,New York,68100,90,2024,1325,16.290000915527344,5193,,80.62999725341797
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,800,5,,,,,White,,,,,1,Male,0,2016,0042.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,61,New York County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0002489805,0002408,36,NY,New York,72600,1948,10,471,40.970001220703125,5145,,268.1199951171875
